district,region,sub_locality,year,month,date,population,total_crimes,crimes_per_100k,violent_crimes,property_crimes,crimes_against_women,hotspot_flag,latitude,longitude,location_address,cctv_status,complaint_body,crime_type
Nagaur,West Nagaur,Mall Road,2023,4,2023-04-01,2748682,6691,243.44,1680,2558,917,0,27.16232,73.69994,"Mall Road, West Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Mall Road.,Other
Nagaur,Central Nagaur,Clock Tower,2023,4,2023-04-01,2748682,8034,292.27,2017,3071,1101,0,27.23958,73.73326,"Clock Tower, Central Nagaur, Nagaur, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Nagaur,Central Nagaur,Bus Stand,2023,4,2023-04-01,2748682,7618,277.14,1913,2912,1044,0,27.21894,73.70371,"Bus Stand, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,North Nagaur,Mall Road,2023,5,2023-05-01,2748682,6629,241.17,1528,3121,1179,0,27.19993,73.77528,"Mall Road, North Nagaur, Nagaur, Rajasthan",Not Installed,Pickpocketing incident reported in Mall Road market.,Other
Nagaur,North Nagaur,Highway Junction,2023,5,2023-05-01,2748682,7446,270.89,1717,3505,1324,0,27.21589,73.69806,"Highway Junction, North Nagaur, Nagaur, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Nagaur,South Nagaur,Mall Road,2023,5,2023-05-01,2748682,9107,331.33,2100,4287,1620,1,27.17661,73.70563,"Mall Road, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Mall Road.,Financial Fraud
Nagaur,South Nagaur,Temple Chowk,2023,5,2023-05-01,2748682,6019,218.99,1388,2834,1071,0,27.17351,73.79251,"Temple Chowk, South Nagaur, Nagaur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,East Nagaur,Railway Station,2023,5,2023-05-01,2748682,8769,319.04,2022,4128,1560,1,27.26387,73.72126,"Railway Station, East Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,East Nagaur,Tourist Spot,2023,5,2023-05-01,2748682,5506,200.32,1270,2592,979,0,27.15109,73.69126,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Tourist Spot.,Extremism/Anti-national
Nagaur,West Nagaur,Railway Station,2023,5,2023-05-01,2748682,8163,296.98,1882,3843,1452,0,27.15726,73.77442,"Railway Station, West Nagaur, Nagaur, Rajasthan",Not Installed,Pickpocketing incident reported in Railway Station market.,Other
Nagaur,West Nagaur,College Road,2023,5,2023-05-01,2748682,9300,338.34,2144,4378,1654,1,27.22208,73.71593,"College Road, West Nagaur, Nagaur, Rajasthan",Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,Central Nagaur,Railway Station,2023,5,2023-05-01,2748682,6440,234.31,1485,3032,1146,0,27.19545,73.67331,"Railway Station, Central Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in Railway Station.,Illegal Gambling
Nagaur,Central Nagaur,Police Station Area,2023,5,2023-05-01,2748682,8523,310.09,1965,4012,1516,1,27.23829,73.73817,"Police Station Area, Central Nagaur, Nagaur, Rajasthan",Not Installed,Domestic violence complaint received in Police Station Area.,Other
Nagaur,North Nagaur,Railway Station,2023,6,2023-06-01,2748682,5864,213.35,1058,2231,663,0,27.2224,73.68823,"Railway Station, North Nagaur, Nagaur, Rajasthan",Installed,Domestic violence complaint received in Railway Station.,Other
Nagaur,North Nagaur,Police Station Area,2023,6,2023-06-01,2748682,8629,313.94,1557,3283,975,1,27.16244,73.64592,"Police Station Area, North Nagaur, Nagaur, Rajasthan",Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,South Nagaur,School Colony,2023,6,2023-06-01,2748682,5934,215.9,1070,2258,671,0,27.15105,73.80817,"School Colony, South Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in School Colony.,Other
Nagaur,South Nagaur,Railway Station,2023,6,2023-06-01,2748682,8390,305.25,1514,3192,948,1,27.21548,73.68802,"Railway Station, South Nagaur, Nagaur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Railway Station.,Other
Nagaur,East Nagaur,Temple Chowk,2023,6,2023-06-01,2748682,6151,223.78,1110,2340,695,0,27.2303,73.69434,"Temple Chowk, East Nagaur, Nagaur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Nagaur,East Nagaur,Lake Side,2023,6,2023-06-01,2748682,6392,232.54,1153,2432,722,0,27.20429,73.77324,"Lake Side, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,West Nagaur,Hospital Road,2023,6,2023-06-01,2748682,7991,290.72,1441,3040,903,0,27.25613,73.76896,"Hospital Road, West Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,West Nagaur,Bus Stand,2023,6,2023-06-01,2748682,8594,312.68,1550,3270,971,1,27.16021,73.65592,"Bus Stand, West Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Bus Stand.,Extremism/Anti-national
Nagaur,Central Nagaur,Bus Stand,2023,6,2023-06-01,2748682,5908,214.96,1066,2248,668,0,27.19329,73.76127,"Bus Stand, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,Central Nagaur,Highway Junction,2023,6,2023-06-01,2748682,8684,315.93,1566,3304,981,1,27.23226,73.77421,"Highway Junction, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Highway Junction.,Extremism/Anti-national
Nagaur,North Nagaur,Tourist Spot,2023,7,2023-07-01,2748682,6240,227.0,1428,2745,722,0,27.25546,73.79085,"Tourist Spot, North Nagaur, Nagaur, Rajasthan",Installed,A case of deception was reported near outside the school in Tourist Spot.,Fraud/Deception
Nagaur,North Nagaur,Industrial Area,2023,7,2023-07-01,2748682,5906,214.86,1351,2598,684,0,27.19497,73.6959,"Industrial Area, North Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Industrial Area.,Extremism/Anti-national
Nagaur,South Nagaur,Clock Tower,2023,7,2023-07-01,2748682,5203,189.29,1190,2289,602,0,27.21588,73.73216,"Clock Tower, South Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Clock Tower.,Illegal Gambling
Nagaur,South Nagaur,Police Station Area,2023,7,2023-07-01,2748682,4802,174.71,1099,2112,556,0,27.18487,73.71453,"Police Station Area, South Nagaur, Nagaur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Nagaur,East Nagaur,Mall Road,2023,7,2023-07-01,2748682,6114,222.44,1399,2689,708,0,27.18019,73.79978,"Mall Road, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,East Nagaur,School Colony,2023,7,2023-07-01,2748682,5036,183.23,1152,2215,583,0,27.08282,73.6587,"School Colony, East Nagaur, Nagaur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in School Colony.,Extremism/Anti-national
Nagaur,West Nagaur,Temple Chowk,2023,7,2023-07-01,2748682,5149,187.32,1178,2265,596,0,27.2191,73.7268,"Temple Chowk, West Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in Temple Chowk.,Illegal Gambling
Nagaur,West Nagaur,Court Area,2023,7,2023-07-01,2748682,6404,232.97,1465,2817,741,0,27.23578,73.71956,"Court Area, West Nagaur, Nagaur, Rajasthan",Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,Central Nagaur,Highway Junction,2023,7,2023-07-01,2748682,6961,253.24,1593,3062,806,0,27.19151,73.67226,"Highway Junction, Central Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,Central Nagaur,School Colony,2023,7,2023-07-01,2748682,5773,210.05,1321,2540,668,0,27.21424,73.83162,"School Colony, Central Nagaur, Nagaur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Nagaur,North Nagaur,Railway Station,2023,8,2023-08-01,2748682,6747,245.46,948,3359,839,0,27.18728,73.70848,"Railway Station, North Nagaur, Nagaur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,North Nagaur,Hospital Road,2023,8,2023-08-01,2748682,4829,175.7,679,2404,601,0,27.13965,73.77151,"Hospital Road, North Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in Hospital Road.,Illegal Gambling
Nagaur,South Nagaur,Clock Tower,2023,8,2023-08-01,2748682,7122,259.1,1001,3546,886,0,27.20221,73.79735,"Clock Tower, South Nagaur, Nagaur, Rajasthan",Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,South Nagaur,Court Area,2023,8,2023-08-01,2748682,5778,210.21,812,2877,719,0,27.26139,73.75244,"Court Area, South Nagaur, Nagaur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Court Area.,Extremism/Anti-national
Nagaur,East Nagaur,Industrial Area,2023,8,2023-08-01,2748682,4981,181.2,700,2480,620,0,27.20399,73.69869,"Industrial Area, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,East Nagaur,Main Market,2023,8,2023-08-01,2748682,5432,197.63,763,2705,676,0,27.25658,73.74194,"Main Market, East Nagaur, Nagaur, Rajasthan",Installed,Domestic violence complaint received in Main Market.,Other
Nagaur,West Nagaur,Bus Stand,2023,8,2023-08-01,2748682,5250,191.0,738,2614,653,0,27.17314,73.66873,"Bus Stand, West Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Bus Stand.,Financial Fraud
Nagaur,West Nagaur,Lake Side,2023,8,2023-08-01,2748682,8878,323.01,1248,4420,1105,1,27.12899,73.72266,"Lake Side, West Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in Lake Side.,Illegal Gambling
Nagaur,Central Nagaur,Mall Road,2023,8,2023-08-01,2748682,4843,176.2,681,2411,603,0,27.15424,73.79286,"Mall Road, Central Nagaur, Nagaur, Rajasthan",Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,Central Nagaur,College Road,2023,8,2023-08-01,2748682,4950,180.1,696,2465,616,0,27.14777,73.7113,"College Road, Central Nagaur, Nagaur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Nagaur,North Nagaur,Lake Side,2023,9,2023-09-01,2748682,4777,173.82,869,2776,993,0,27.20409,73.72666,"Lake Side, North Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Lake Side.,Financial Fraud
Nagaur,North Nagaur,Main Market,2023,9,2023-09-01,2748682,5557,202.2,1011,3229,1155,0,27.05389,73.73823,"Main Market, North Nagaur, Nagaur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,South Nagaur,Railway Station,2023,9,2023-09-01,2748682,5437,197.82,989,3159,1130,0,27.10972,73.73385,"Railway Station, South Nagaur, Nagaur, Rajasthan",Not Installed,Cyber fraud case reported. Money withdrawn illegally.,Other
Nagaur,South Nagaur,Industrial Area,2023,9,2023-09-01,2748682,5224,190.08,951,3035,1086,0,27.12953,73.78031,"Industrial Area, South Nagaur, Nagaur, Rajasthan",Not Installed,Domestic violence complaint received in Industrial Area.,Other
Nagaur,East Nagaur,School Colony,2023,9,2023-09-01,2748682,4447,161.78,809,2583,924,0,27.21278,73.80254,"School Colony, East Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,East Nagaur,Lake Side,2023,9,2023-09-01,2748682,6204,225.73,1129,3605,1289,0,27.20591,73.76558,"Lake Side, East Nagaur, Nagaur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Lake Side.,Burglary
Nagaur,West Nagaur,Lake Side,2023,9,2023-09-01,2748682,5098,185.47,928,2962,1059,0,27.14786,73.63866,"Lake Side, West Nagaur, Nagaur, Rajasthan",Installed,A case of boundary violation was reported near near Jawahar Circle.,Property Dispute
Nagaur,West Nagaur,Main Market,2023,9,2023-09-01,2748682,7709,280.47,1403,4479,1602,0,27.22472,73.73373,"Main Market, West Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Main Market.,Extremism/Anti-national
Nagaur,Central Nagaur,Clock Tower,2023,9,2023-09-01,2748682,5656,205.78,1029,3286,1175,0,27.27038,73.71752,"Clock Tower, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in Clock Tower.,Extremism/Anti-national
Nagaur,Central Nagaur,Court Area,2023,9,2023-09-01,2748682,4653,169.28,847,2703,967,0,27.17093,73.66207,"Court Area, Central Nagaur, Nagaur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in Court Area.,Burglary
Nagaur,North Nagaur,Court Area,2023,10,2023-10-01,2748682,6409,233.17,688,3431,1053,0,27.23615,73.72132,"Court Area, North Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Court Area.,Illegal Gambling
Nagaur,North Nagaur,Tourist Spot,2023,10,2023-10-01,2748682,5627,204.73,604,3012,925,0,27.18803,73.66189,"Tourist Spot, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,South Nagaur,Bus Stand,2023,10,2023-10-01,2748682,5400,196.45,579,2891,887,0,27.11272,73.70775,"Bus Stand, South Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Bus Stand.,Extremism/Anti-national
Nagaur,South Nagaur,Highway Junction,2023,10,2023-10-01,2748682,5743,208.92,616,3074,944,0,27.21184,73.67838,"Highway Junction, South Nagaur, Nagaur, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Nagaur,East Nagaur,Main Market,2023,10,2023-10-01,2748682,8890,323.42,954,4759,1461,1,27.21495,73.72391,"Main Market, East Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,East Nagaur,Temple Chowk,2023,10,2023-10-01,2748682,6075,221.02,652,3252,998,0,27.208,73.72777,"Temple Chowk, East Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,West Nagaur,Police Station Area,2023,10,2023-10-01,2748682,6158,224.04,661,3296,1012,0,27.18663,73.74421,"Police Station Area, West Nagaur, Nagaur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Police Station Area.,Extremism/Anti-national
Nagaur,West Nagaur,Bus Stand,2023,10,2023-10-01,2748682,7186,261.45,771,3847,1181,0,27.21516,73.82545,"Bus Stand, West Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,Central Nagaur,College Road,2023,10,2023-10-01,2748682,6563,238.75,704,3513,1078,0,27.35516,73.7709,"College Road, Central Nagaur, Nagaur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in College Road.,Extremism/Anti-national
Nagaur,Central Nagaur,Lake Side,2023,10,2023-10-01,2748682,5056,183.93,543,2706,831,0,27.26445,73.74754,"Lake Side, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Nagaur,North Nagaur,Hospital Road,2023,11,2023-11-01,2748682,6063,220.57,1174,2850,794,0,27.2675,73.79543,"Hospital Road, North Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Hospital Road.,Other
Nagaur,North Nagaur,Court Area,2023,11,2023-11-01,2748682,5480,199.37,1061,2576,718,0,27.1271,73.69902,"Court Area, North Nagaur, Nagaur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Court Area.,Extremism/Anti-national
Nagaur,South Nagaur,Police Station Area,2023,11,2023-11-01,2748682,5401,196.51,1046,2539,707,0,27.18985,73.79751,"Police Station Area, South Nagaur, Nagaur, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,South Nagaur,Lake Side,2023,11,2023-11-01,2748682,7928,288.41,1535,3727,1038,0,27.15687,73.73886,"Lake Side, South Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,East Nagaur,Railway Station,2023,11,2023-11-01,2748682,7915,287.95,1532,3721,1037,0,27.14589,73.74271,"Railway Station, East Nagaur, Nagaur, Rajasthan",Not Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,East Nagaur,Industrial Area,2023,11,2023-11-01,2748682,5255,191.2,1017,2471,688,0,27.14188,73.73389,"Industrial Area, East Nagaur, Nagaur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Industrial Area.,Extremism/Anti-national
Nagaur,West Nagaur,College Road,2023,11,2023-11-01,2748682,7967,289.83,1542,3745,1043,0,27.29143,73.78106,"College Road, West Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in College Road.,Illegal Gambling
Nagaur,West Nagaur,Lake Side,2023,11,2023-11-01,2748682,5813,211.47,1125,2733,761,0,27.16237,73.78119,"Lake Side, West Nagaur, Nagaur, Rajasthan",Installed,A case of scam was reported near outside the post office in Lake Side.,Financial Fraud
Nagaur,Central Nagaur,Railway Station,2023,11,2023-11-01,2748682,5541,201.6,1073,2605,726,0,27.11884,73.7371,"Railway Station, Central Nagaur, Nagaur, Rajasthan",Not Installed,The complainant was duped in a financial scam.,Financial Fraud
Nagaur,Central Nagaur,School Colony,2023,11,2023-11-01,2748682,7875,286.49,1524,3702,1031,0,27.20028,73.72493,"School Colony, Central Nagaur, Nagaur, Rajasthan",Not Installed,Domestic violence complaint received in School Colony.,Other
Nagaur,North Nagaur,Court Area,2023,12,2023-12-01,2748682,6358,231.31,1607,3627,839,0,27.2385,73.73227,"Court Area, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,North Nagaur,Tourist Spot,2023,12,2023-12-01,2748682,6273,228.23,1586,3579,828,0,27.19675,73.70911,"Tourist Spot, North Nagaur, Nagaur, Rajasthan",Not Installed,A case of drunken brawl was reported near inside Triton Mall.,Public Disturbance
Nagaur,South Nagaur,Hospital Road,2023,12,2023-12-01,2748682,8188,297.89,2070,4671,1081,0,27.26353,73.70047,"Hospital Road, South Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Hospital Road.,Illegal Gambling
Nagaur,South Nagaur,Mall Road,2023,12,2023-12-01,2748682,5361,195.06,1355,3058,708,0,27.26493,73.75789,"Mall Road, South Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,East Nagaur,Tourist Spot,2023,12,2023-12-01,2748682,7122,259.1,1800,4063,940,0,27.21194,73.60298,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Not Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,East Nagaur,Railway Station,2023,12,2023-12-01,2748682,5411,196.86,1368,3087,714,0,27.24604,73.70644,"Railway Station, East Nagaur, Nagaur, Rajasthan",Installed,Illegal gambling reported in Railway Station.,Illegal Gambling
Nagaur,West Nagaur,College Road,2023,12,2023-12-01,2748682,6137,223.26,1551,3501,810,0,27.2436,73.76276,"College Road, West Nagaur, Nagaur, Rajasthan",Installed,Domestic violence complaint received in College Road.,Other
Nagaur,West Nagaur,School Colony,2023,12,2023-12-01,2748682,7343,267.15,1856,4189,969,0,27.18019,73.74707,"School Colony, West Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in School Colony.,Other
Nagaur,Central Nagaur,Mall Road,2023,12,2023-12-01,2748682,5567,202.54,1407,3176,735,0,27.22323,73.84624,"Mall Road, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Mall Road.,Fraud/Deception
Nagaur,Central Nagaur,Highway Junction,2023,12,2023-12-01,2748682,6549,238.27,1656,3736,864,0,27.23819,73.74362,"Highway Junction, Central Nagaur, Nagaur, Rajasthan",Installed,A case of extremism was reported near outside the textile shop in Highway Junction.,Extremism/Anti-national
Nagaur,North Nagaur,School Colony,2024,1,2024-01-01,2748682,8192,298.0,1599,3630,1729,0,27.22744,73.7639,"School Colony, North Nagaur, Nagaur, Rajasthan",Not Installed,Domestic violence complaint received in School Colony.,Other
Nagaur,North Nagaur,Tourist Spot,2024,1,2024-01-01,2748682,4978,181.1,972,2206,1051,0,27.24525,73.68288,"Tourist Spot, North Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in Tourist Spot.,Other
Nagaur,South Nagaur,Temple Chowk,2024,1,2024-01-01,2748682,7685,279.57,1500,3405,1622,0,27.22924,73.82689,"Temple Chowk, South Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,South Nagaur,College Road,2024,1,2024-01-01,2748682,5249,190.96,1025,2326,1108,0,27.19397,73.62926,"College Road, South Nagaur, Nagaur, Rajasthan",Not Installed,Attempted burglary reported near residential colony in College Road.,Burglary
Nagaur,East Nagaur,Tourist Spot,2024,1,2024-01-01,2748682,7349,267.35,1435,3257,1551,0,27.20206,73.68408,"Tourist Spot, East Nagaur, Nagaur, Rajasthan",Not Installed,Noise complaint received. Accused warned.,Other
Nagaur,East Nagaur,Industrial Area,2024,1,2024-01-01,2748682,5699,207.33,1113,2526,1203,0,27.23367,73.83491,"Industrial Area, East Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Industrial Area.,Illegal Gambling
Nagaur,West Nagaur,Industrial Area,2024,1,2024-01-01,2748682,5315,193.36,1038,2355,1122,0,27.20775,73.81705,"Industrial Area, West Nagaur, Nagaur, Rajasthan",Installed,Domestic violence complaint received in Industrial Area.,Other
Nagaur,West Nagaur,Court Area,2024,1,2024-01-01,2748682,7754,282.07,1514,3436,1636,0,27.23018,73.72617,"Court Area, West Nagaur, Nagaur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,Central Nagaur,Clock Tower,2024,1,2024-01-01,2748682,5569,202.61,1087,2468,1175,0,27.22606,73.78657,"Clock Tower, Central Nagaur, Nagaur, Rajasthan",Installed,Valuable item went missing. No suspects identified.,Other
Nagaur,Central Nagaur,Police Station Area,2024,1,2024-01-01,2748682,6905,251.21,1348,3060,1457,0,27.1893,73.72287,"Police Station Area, Central Nagaur, Nagaur, Rajasthan",Not Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,North Nagaur,Clock Tower,2024,2,2024-02-01,2748682,5554,202.07,1373,3153,1236,0,27.22482,73.60534,"Clock Tower, North Nagaur, Nagaur, Rajasthan",Installed,The complainant misplaced their bag.,Lost Property
Nagaur,North Nagaur,Industrial Area,2024,2,2024-02-01,2748682,8426,306.53,2083,4783,1875,1,27.13628,73.72896,"Industrial Area, North Nagaur, Nagaur, Rajasthan",Not Installed,A case of deception was reported near outside the school in Industrial Area.,Fraud/Deception
Nagaur,South Nagaur,Lake Side,2024,2,2024-02-01,2748682,7935,288.69,1962,4505,1766,0,27.21806,73.71421,"Lake Side, South Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Lake Side.,Illegal Gambling
Nagaur,South Nagaur,Mall Road,2024,2,2024-02-01,2748682,7773,282.79,1922,4413,1730,0,27.13559,73.73411,"Mall Road, South Nagaur, Nagaur, Rajasthan",Installed,Verbal argument escalated. Police intervened.,Public Disturbance
Nagaur,East Nagaur,Railway Station,2024,2,2024-02-01,2748682,7384,268.65,1826,4192,1643,0,27.25767,73.78121,"Railway Station, East Nagaur, Nagaur, Rajasthan",Not Installed,A case of scam was reported near outside the post office in Railway Station.,Financial Fraud
Nagaur,East Nagaur,Industrial Area,2024,2,2024-02-01,2748682,7079,257.53,1750,4019,1575,0,27.16421,73.72772,"Industrial Area, East Nagaur, Nagaur, Rajasthan",Installed,Chain snatching incident occurred outside temple in Industrial Area.,Other
Nagaur,West Nagaur,College Road,2024,2,2024-02-01,2748682,7633,277.69,1887,4333,1699,0,27.29212,73.69282,"College Road, West Nagaur, Nagaur, Rajasthan",Not Installed,Chain snatching incident occurred outside temple in College Road.,Other
Nagaur,West Nagaur,Clock Tower,2024,2,2024-02-01,2748682,6251,227.41,1545,3549,1391,0,27.17488,73.74068,"Clock Tower, West Nagaur, Nagaur, Rajasthan",Installed,A case of scam was reported near outside the post office in Clock Tower.,Financial Fraud
Nagaur,Central Nagaur,Mall Road,2024,2,2024-02-01,2748682,8030,292.15,1985,4559,1787,0,27.14206,73.76133,"Mall Road, Central Nagaur, Nagaur, Rajasthan",Not Installed,Pickpocketing incident reported in Mall Road market.,Other
Nagaur,Central Nagaur,Temple Chowk,2024,2,2024-02-01,2748682,4883,177.66,1207,2772,1087,0,27.13563,73.70551,"Temple Chowk, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of extremism was reported near outside the textile shop in Temple Chowk.,Extremism/Anti-national
Nagaur,North Nagaur,Industrial Area,2024,3,2024-03-01,2748682,7423,270.07,1855,2837,1267,0,27.20697,73.73176,"Industrial Area, North Nagaur, Nagaur, Rajasthan",Not Installed,The complainant's bike was stolen. No CCTV footage available.,Vehicle Theft
Nagaur,North Nagaur,Tourist Spot,2024,3,2024-03-01,2748682,5373,195.46,1342,2053,917,0,27.18938,73.66932,"Tourist Spot, North Nagaur, Nagaur, Rajasthan",Installed,A car was lifted. Police are tracing registration details.,Vehicle Theft
Nagaur,South Nagaur,Clock Tower,2024,3,2024-03-01,2748682,6671,242.69,1667,2550,1139,0,27.11228,73.72961,"Clock Tower, South Nagaur, Nagaur, Rajasthan",Not Installed,Illegal gambling reported in Clock Tower.,Illegal Gambling
Nagaur,South Nagaur,School Colony,2024,3,2024-03-01,2748682,6949,252.82,1736,2656,1186,0,27.20736,73.71724,"School Colony, South Nagaur, Nagaur, Rajasthan",Installed,A case of car theft was reported near outside Gaurav Tower.,Vehicle Theft
Nagaur,East Nagaur,Bus Stand,2024,3,2024-03-01,2748682,6057,220.38,1513,2315,1034,0,27.17715,73.74051,"Bus Stand, East Nagaur, Nagaur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Bus Stand.,Extremism/Anti-national
Nagaur,East Nagaur,Mall Road,2024,3,2024-03-01,2748682,8127,295.68,2031,3106,1388,0,27.12326,73.71819,"Mall Road, East Nagaur, Nagaur, Rajasthan",Not Installed,Domestic violence complaint received in Mall Road.,Other
Nagaur,West Nagaur,Industrial Area,2024,3,2024-03-01,2748682,8134,295.94,2032,3109,1389,0,27.20406,73.66924,"Industrial Area, West Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
Nagaur,West Nagaur,Railway Station,2024,3,2024-03-01,2748682,7071,257.26,1767,2703,1207,0,27.21788,73.74365,"Railway Station, West Nagaur, Nagaur, Rajasthan",Installed,A case of anti-national activity was reported near outside the post office in Railway Station.,Extremism/Anti-national
Nagaur,Central Nagaur,School Colony,2024,3,2024-03-01,2748682,7892,287.13,1972,3016,1347,0,27.18881,73.67138,"School Colony, Central Nagaur, Nagaur, Rajasthan",Not Installed,A case of anti-national activity was reported near outside the post office in School Colony.,Extremism/Anti-national
Nagaur,Central Nagaur,Hospital Road,2024,3,2024-03-01,2748682,6487,236.0,1621,2479,1108,0,27.21467,73.6794,"Hospital Road, Central Nagaur, Nagaur, Rajasthan",Not Installed,The complainant misplaced their bag.,Lost Property
